season	episode	scene	utterance	speaker	transcript	tokens	emotion	ID
s04	e18	c13	u010	['Susan Bunch']	Thanks for everything, I had such a great time.	[['Thanks', 'for', 'everything', ',', 'I', 'had', 'such', 'a', 'great', 'time', '.']]	Powerful	s04e18c13u010
s04	e18	c13	u011	['Emily Waltham']	Oh, so did I.	[['Oh', ',', 'so', 'did', 'I.']]	Joyful	s04e18c13u011
s04	e18	c13	u013	['Ross Geller']	No tongue.	[['No', 'tongue', '.']]	Joyful	s04e18c13u013
s04	e19	c01	u002	['The Singing Man']	Morning's here! Sunshine is here! The sky is clear, the morning's here! The morning's here!	"[['Morning', ""'s"", 'here', '!'], ['Sunshine', 'is', 'here', '!'], ['The', 'sky', 'is', 'clear', ',', 'the', 'morning', ""'s"", 'here', '!'], ['The', 'morning', ""'s"", 'here', '!']]"	Joyful	s04e19c01u002
s04	e19	c01	u003	['Rachel Green']	HEY!! Do you have to do that? It's Saturday!	"[['HEY', '!!'], ['Do', 'you', 'have', 'to', 'do', 'that', '?'], ['It', ""'s"", 'Saturday', '!']]"	Powerful	s04e19c01u003
s04	e19	c01	u004	['The Singing Man']	Oh come on! Morning's here! Morning's here! The morning is here! Sunshine is here!	"[['Oh', 'come', 'on', '!'], ['Morning', ""'s"", 'here', '!'], ['Morning', ""'s"", 'here', '!'], ['The', 'morning', 'is', 'here', '!'], ['Sunshine', 'is', 'here', '!']]"	Joyful	s04e19c01u004
s04	e19	c01	u006	['Rachel Green']	I hate this apartment! I hate the color of these walls! I hate the fact that this place still smells like bird! I hate that singing guy!	[['I', 'hate', 'this', 'apartment', '!'], ['I', 'hate', 'the', 'color', 'of', 'these', 'walls', '!'], ['I', 'hate', 'the', 'fact', 'that', 'this', 'place', 'still', 'smells', 'like', 'bird', '!'], ['I', 'hate', 'that', 'singing', 'guy', '!']]	Joyful	s04e19c01u006
s04	e19	c01	u007	['Joey Tribbiani']	Are you kidding? I love that guy! Morning's here! Morning is here-	"[['Are', 'you', 'kidding', '?'], ['I', 'love', 'that', 'guy', '!'], ['Morning', ""'s"", 'here', '!'], ['Morning', 'is', 'here', '-']]"	Scared	s04e19c01u007
s04	e19	c01	u008	['Rachel Green']	Stop it! I will kill you. I hate the fact that my room is so small.	[['Stop', 'it', '!'], ['I', 'will', 'kill', 'you', '.'], ['I', 'hate', 'the', 'fact', 'that', 'my', 'room', 'is', 'so', 'small', '.']]	Mad	s04e19c01u008
s04	e19	c01	u009	['Monica Geller']	Hey, I have all the space I need. Just do what I did.	[['Hey', ',', 'I', 'have', 'all', 'the', 'space', 'I', 'need', '.'], ['Just', 'do', 'what', 'I', 'did', '.']]	Peaceful	s04e19c01u009
s04	e19	c01	u010	['Rachel Green']	Monica, you don't even have a bed, you sleep in a ball on the floor!	"[['Monica', ',', 'you', 'do', ""n't"", 'even', 'have', 'a', 'bed', ',', 'you', 'sleep', 'in', 'a', 'ball', 'on', 'the', 'floor', '!']]"	Mad	s04e19c01u010
s04	e19	c01	u011	['Monica Geller']	Y'know what? I am really tired of your bellyaching! Okay, I-I worked really hard at making this a nice place for us to live!	"[[""Y'know"", 'what', '?'], ['I', 'am', 'really', 'tired', 'of', 'your', 'bellyaching', '!'], ['Okay', ',', 'I', '-', 'I', 'worked', 'really', 'hard', 'at', 'making', 'this', 'a', 'nice', 'place', 'for', 'us', 'to', 'live', '!']]"	Scared	s04e19c01u011
s04	e19	c01	u012	['Rachel Green']	I'm sorry. I'm so sorry.	"[['I', ""'m"", 'sorry', '.'], ['I', ""'m"", 'so', 'sorry', '.']]"	Sad	s04e19c01u012
s04	e19	c01	u013	['Monica Geller']	Okay.	[['Okay', '.']]	Neutral	s04e19c01u013
s04	e19	c01	u014	['Joey Tribbiani']	See, this is a great apartment.	[['See', ',', 'this', 'is', 'a', 'great', 'apartment', '.']]	Powerful	s04e19c01u014
s04	e19	c01	u015	['Monica Geller']	Shut up! This place is a hole!	[['Shut', 'up', '!'], ['This', 'place', 'is', 'a', 'hole', '!']]	Mad	s04e19c01u015
s04	e19	c02	u002	['Emily Waltham']	Oh, blimey, I still can't believe you've got an earring!	"[['Oh', ',', 'blimey', ',', 'I', 'still', 'ca', ""n't"", 'believe', 'you', ""'ve"", 'got', 'an', 'earring', '!']]"	Joyful	s04e19c02u002
s04	e19	c02	u004	['Ross Geller']	Huh? I know, I know. Who am I? David Bowe?	[['Huh', '?'], ['I', 'know', ',', 'I', 'know', '.'], ['Who', 'am', 'I', '?'], ['David', 'Bowe', '?']]	Joyful	s04e19c02u004
s04	e19	c02	u005	['Emily Waltham']	He does that?!	[['He', 'does', 'that', '?!']]	Joyful	s04e19c02u005
s04	e19	c02	u006	['Ross Geller']	Uh, I don't know, whatever.	"[['Uh', ',', 'I', 'do', ""n't"", 'know', ',', 'whatever', '.']]"	Scared	s04e19c02u006
s04	e19	c02	u007	['Emily Waltham']	I think it makes you look really dangerous.	[['I', 'think', 'it', 'makes', 'you', 'look', 'really', 'dangerous', '.']]	Joyful	s04e19c02u007
s04	e19	c02	u008	['Ross Geller']	Oh, I know. Y'know what, I never would've gotten this if it weren't for you. No really, when I'm with you I'm-I'm like this whole other guy, I love that guy! I mean, I love you too, a lot, but that guy! I-I love that guy!	"[['Oh', ',', 'I', 'know', '.'], [""Y'know"", 'what', ',', 'I', 'never', 'would', ""'ve"", 'gotten', 'this', 'if', 'it', 'were', ""n't"", 'for', 'you', '.'], ['No', 'really', ',', 'when', 'I', ""'m"", 'with', 'you', 'I', ""'m"", '-', 'I', ""'m"", 'like', 'this', 'whole', 'other', 'guy', ',', 'I', 'love', 'that', 'guy', '!'], ['I', 'mean', ',', 'I', 'love', 'you', 'too', ',', 'a', 'lot', ',', 'but', 'that', 'guy', '!'], ['I', '-', 'I', 'love', 'that', 'guy', '!']]"	Joyful	s04e19c02u008
s04	e19	c02	u009	['Emily Waltham']	I love both of you!	[['I', 'love', 'both', 'of', 'you', '!']]	Joyful	s04e19c02u009
s04	e19	c02	u010	['Ross Geller']	Yeah?	[['Yeah', '?']]	Scared	s04e19c02u010
s04	e19	c02	u012	['Emily Waltham']	I wish I didn't have to go.	"[['I', 'wish', 'I', 'did', ""n't"", 'have', 'to', 'go', '.']]"	Sad	s04e19c02u012
s04	e19	c02	u013	['Ross Geller']	Then don't. Stay here. Just don't go so soon to London, just one more day.	"[['Then', 'do', ""n't"", '.'], ['Stay', 'here', '.'], ['Just', 'do', ""n't"", 'go', 'so', 'soon', 'to', 'London', ',', 'just', 'one', 'more', 'day', '.']]"	Sad	s04e19c02u013
s04	e19	c02	u014	['Emily Waltham']	Ohh, Ross, please!	[['Ohh', ',', 'Ross', ',', 'please', '!']]	Sad	s04e19c02u014
s04	e19	c02	u015	['Ross Geller']	One more day, seriously/	[['One', 'more', 'day', ',', 'seriously', '/']]	Peaceful	s04e19c02u015
s04	e19	c02	u016	['Emily Waltham']	Don't do this to me, again. You'd know I'd stay here in a minute, but I'd really miss so much work, they'll fire me.	"[['Do', ""n't"", 'do', 'this', 'to', 'me', ',', 'again', '.'], ['You', ""'d"", 'know', 'I', ""'d"", 'stay', 'here', 'in', 'a', 'minute', ',', 'but', 'I', ""'d"", 'really', 'miss', 'so', 'much', 'work', ',', 'they', ""'ll"", 'fire', 'me', '.']]"	Sad	s04e19c02u016
s04	e19	c02	u017	['Ross Geller']	So, then you can stay as long as you want.	[['So', ',', 'then', 'you', 'can', 'stay', 'as', 'long', 'as', 'you', 'want', '.']]	Sad	s04e19c02u017
s04	e19	c02	u018	['Emily Waltham']	I wish I could.	[['I', 'wish', 'I', 'could', '.']]	Sad	s04e19c02u018
s04	e19	c02	u019	['Ross Geller']	Oh no. Don't, don't, don't start packing. Come on!	"[['Oh', 'no', '.'], ['Do', ""n't"", ',', 'do', ""n't"", ',', 'do', ""n't"", 'start', 'packing', '.'], ['Come', 'on', '!']]"	Sad	s04e19c02u019
s04	e19	c02	u020	['Emily Waltham']	I don't think you understand packing. Look, I just don't want to leave it to the last minute. Last time I left in such a rush, I left my knickers here.	"[['I', 'do', ""n't"", 'think', 'you', 'understand', 'packing', '.'], ['Look', ',', 'I', 'just', 'do', ""n't"", 'want', 'to', 'leave', 'it', 'to', 'the', 'last', 'minute', '.'], ['Last', 'time', 'I', 'left', 'in', 'such', 'a', 'rush', ',', 'I', 'left', 'my', 'knickers', 'here', '.']]"	Scared	s04e19c02u020
s04	e19	c02	u021	['Ross Geller']	Yeah, I know, I uh, I tried them on.	[['Yeah', ',', 'I', 'know', ',', 'I', 'uh', ',', 'I', 'tried', 'them', 'on', '.']]	Sad	s04e19c02u021
s04	e19	c02	u022	['Emily Waltham']	You didn't!	"[['You', 'did', ""n't"", '!']]"	Joyful	s04e19c02u022
s04	e19	c02	u023	['Ross Geller']	No. No, I didn't. I didn't want to be that guy.	"[['No', '.'], ['No', ',', 'I', 'did', ""n't"", '.'], ['I', 'did', ""n't"", 'want', 'to', 'be', 'that', 'guy', '.']]"	Sad	s04e19c02u023
s04	e19	c08	u002	['The Singing Man']	Morning's here! The morning's here!	"[['Morning', ""'s"", 'here', '!'], ['The', 'morning', ""'s"", 'here', '!']]"	Joyful	s04e19c08u002
s04	e19	c08	u004	['Both']	Sunshine is here! The sky is clear, the morning's here!	"[['Sunshine', 'is', 'here', '!'], ['The', 'sky', 'is', 'clear', ',', 'the', 'morning', ""'s"", 'here', '!']]"	Joyful	s04e19c08u004
s04	e19	c08	u005	['The Singing Man']	Hey! You're back!	"[['Hey', '!'], ['You', ""'re"", 'back', '!']]"	Joyful	s04e19c08u005
s04	e19	c08	u006	['Joey Tribbiani']	Hey! Get into gear!	[['Hey', '!'], ['Get', 'into', 'gear', '!']]	Joyful	s04e19c08u006
s04	e19	c08	u007	['The Singing Man']	Breakfast is near!	[['Breakfast', 'is', 'near', '!']]	Joyful	s04e19c08u007
s04	e19	c08	u008	['Both']	The dark of night has disappeared!!	[['The', 'dark', 'of', 'night', 'has', 'disappeared', '!!']]	Joyful	s04e19c08u008
s04	e19	c08	u009	['The Singing Man']	I'll see you tomorrow morning!	"[['I', ""'ll"", 'see', 'you', 'tomorrow', 'morning', '!']]"	Joyful	s04e19c08u009
s04	e19	c08	u010	['Joey Tribbiani']	Okay!	[['Okay', '!']]	Joyful	s04e19c08u010
s04	e20	c04	u002	['Monica Geller']	Oh my God! Ohh! Look at this one! It's so beautiful!	"[['Oh', 'my', 'God', '!'], ['Ohh', '!'], ['Look', 'at', 'this', 'one', '!'], ['It', ""'s"", 'so', 'beautiful', '!']]"	Joyful	s04e20c04u002
s04	e20	c04	u003	['Phoebe Buffay']	Yeah, but y'know, about have of these are gonna end up getting divorced.	"[['Yeah', ',', 'but', ""y'know"", ',', 'about', 'have', 'of', 'these', 'are', 'gon', 'na', 'end', 'up', 'getting', 'divorced', '.']]"	Sad	s04e20c04u003
s04	e20	c04	u004	['The Saleslady']	May I help you ladies?	[['May', 'I', 'help', 'you', 'ladies', '?']]	Joyful	s04e20c04u004
s04	e20	c04	u005	['Monica Geller']	Oh, yes, umm, I'm here to pick up a dress that you have on hold.	"[['Oh', ',', 'yes', ',', 'umm', ',', 'I', ""'m"", 'here', 'to', 'pick', 'up', 'a', 'dress', 'that', 'you', 'have', 'on', 'hold', '.']]"	Scared	s04e20c04u005
s04	e20	c04	u006	['The Saleslady']	Yes, what's the name, please?	"[['Yes', ',', 'what', ""'s"", 'the', 'name', ',', 'please', '?']]"	Neutral	s04e20c04u006
s04	e20	c04	u007	['Monica Geller']	Emily Waltham.	[['Emily', 'Waltham', '.']]	Neutral	s04e20c04u007
s04	e20	c04	u008	['The Saleslady']	Yes! I have it right here. Would you like to try it on Ms. Waltham?	[['Yes', '!'], ['I', 'have', 'it', 'right', 'here', '.'], ['Would', 'you', 'like', 'to', 'try', 'it', 'on', 'Ms.', 'Waltham', '?']]	Joyful	s04e20c04u008
s04	e20	c04	u009	['Monica Geller']	Okay.	[['Okay', '.']]	Powerful	s04e20c04u009
s04	e20	c04	u011	['Phoebe Buffay']	You're the most beautiful bride I've ever seen.	"[['You', ""'re"", 'the', 'most', 'beautiful', 'bride', 'I', ""'ve"", 'ever', 'seen', '.']]"	Peaceful	s04e20c04u011
s04	e20	c04	u012	['Monica Geller']	I am, aren't I?	"[['I', 'am', ',', 'are', ""n't"", 'I', '?']]"	Powerful	s04e20c04u012
s04	e20	c04	u013	['The Saleslady']	Ms. Waltham?	[['Ms.', 'Waltham', '?']]	Neutral	s04e20c04u013
s04	e20	c04	u014	['Monica Geller']	Yes?	[['Yes', '?']]	Neutral	s04e20c04u014
s04	e20	c04	u015	['The Saleslady']	We're closing.	"[['We', ""'re"", 'closing', '.']]"	Peaceful	s04e20c04u015
s04	e20	c04	u016	['Monica Geller']	All right.	[['All', 'right', '.']]	Joyful	s04e20c04u016
s04	e20	c04	u017	['The Saleslady']	And could I get my ring back?	[['And', 'could', 'I', 'get', 'my', 'ring', 'back', '?']]	Neutral	s04e20c04u017
s04	e20	c06	u002	['Monica Geller']	Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.	[['Does', 'she', 'use', 'the', 'cups', '?'], ['Yes', '!'], ['I', 'believe', 'she', 'does', '.'], ['Does', 'she', 'use', 'the', 'plates', '?'], ['Yes', '!'], ['I', 'believe', 'she', 'does', '.']]	Powerful	s04e20c06u002
s04	e20	c06	u004	['Monica Geller']	Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming. Uh, just a second!	[['Oh', '.'], ['Thank', 'you', '.'], ['Ohhh', ',', 'thank', 'you', 'very', 'much', '.'], ['Oh', ',', 'thank', 'you', 'for', 'coming', '.'], ['Uh', ',', 'just', 'a', 'second', '!']]	Joyful	s04e20c06u004
s04	e20	c06	u005	['Phoebe Buffay']	No-no, let me in!	[['No', '-', 'no', ',', 'let', 'me', 'in', '!']]	Joyful	s04e20c06u005
s04	e20	c06	u006	['Monica Geller']	Phoebe?	[['Phoebe', '?']]	Scared	s04e20c06u006
s04	e20	c06	u007	['Phoebe Buffay']	Yeah!	[['Yeah', '!']]	Neutral	s04e20c06u007
s04	e20	c06	u008	['Monica Geller']	Can you just hold on for one minute?	[['Can', 'you', 'just', 'hold', 'on', 'for', 'one', 'minute', '?']]	Scared	s04e20c06u008
s04	e20	c06	u009	['Phoebe Buffay']	No, you have to let me in right now!!	[['No', ',', 'you', 'have', 'to', 'let', 'me', 'in', 'right', 'now', '!!']]	Mad	s04e20c06u009
s04	e20	c06	u010	['Monica Geller']	Are you alone?	[['Are', 'you', 'alone', '?']]	Scared	s04e20c06u010
s04	e20	c06	u011	['Phoebe Buffay']	Yes!	[['Yes', '!']]	Peaceful	s04e20c06u011
s04	e20	c06	u012	['Monica Geller']	All right.	[['All', 'right', '.']]	Peaceful	s04e20c06u012
s04	e20	c08	u002	['Joshua Burgin']	Hey, Rachel.	[['Hey', ',', 'Rachel', '.']]	Neutral	s04e20c08u002
s04	e20	c08	u003	['Rachel Green']	Hi!	[['Hi', '!']]	Neutral	s04e20c08u003
s04	e20	c08	u004	['Joshua Burgin']	What's up? You're voice sounded all squeaky on the phone.	"[['What', ""'s"", 'up', '?'], ['You', ""'re"", 'voice', 'sounded', 'all', 'squeaky', 'on', 'the', 'phone', '.']]"	Peaceful	s04e20c08u004
s04	e20	c08	u005	['Rachel Green']	Ohh, nothing, I just wanted to see you. See you and hug you. See you.	[['Ohh', ',', 'nothing', ',', 'I', 'just', 'wanted', 'to', 'see', 'you', '.'], ['See', 'you', 'and', 'hug', 'you', '.'], ['See', 'you', '.']]	Peaceful	s04e20c08u005
s04	e20	c08	u006	['Joshua Burgin']	Great!	[['Great', '!']]	Powerful	s04e20c08u006
s04	e20	c08	u007	['Rachel Green']	Yeah! Sit!	[['Yeah', '!'], ['Sit', '!']]	Peaceful	s04e20c08u007
s04	e20	c08	u008	['Joshua Burgin']	You okay?	[['You', 'okay', '?']]	Powerful	s04e20c08u008
s04	e20	c08	u009	['Rachel Green']	I'm more than okay, I am really, really happy! Wanna know why?	"[['I', ""'m"", 'more', 'than', 'okay', ',', 'I', 'am', 'really', ',', 'really', 'happy', '!'], ['Wan', 'na', 'know', 'why', '?']]"	Powerful	s04e20c08u009
s04	e20	c08	u010	['Joshua Burgin']	Do I?	[['Do', 'I', '?']]	Peaceful	s04e20c08u010
s04	e20	c08	u011	['Rachel Green']	'Cause I am really happy about us. I think we are, I think we are so on the right track! Y'know? I mean, I think we are working, I think we are clicking. Y'know?	"[[""'"", 'Cause', 'I', 'am', 'really', 'happy', 'about', 'us', '.'], ['I', 'think', 'we', 'are', ',', 'I', 'think', 'we', 'are', 'so', 'on', 'the', 'right', 'track', '!'], [""Y'know"", '?'], ['I', 'mean', ',', 'I', 'think', 'we', 'are', 'working', ',', 'I', 'think', 'we', 'are', 'clicking', '.'], [""Y'know"", '?']]"	Scared	s04e20c08u011
s04	e20	c08	u012	['Joshua Burgin']	Yeah, sure-sure, yeah, we're-we're-we're-we're-we're clicking.	"[['Yeah', ',', 'sure', '-', 'sure', ',', 'yeah', ',', 'we', ""'re"", '-', 'we', ""'re"", '-', 'we', ""'re"", '-', 'we', ""'re"", '-', 'we', ""'re"", 'clicking', '.']]"	Peaceful	s04e20c08u012
s04	e20	c08	u013	['Rachel Green']	Yeah-yeah, y'know if-if there was just like one little area where I-that I think we need-we would need to work on; I-I would think it was we're just not crazy enough!	"[['Yeah', '-', 'yeah', ',', ""y'know"", 'if', '-', 'if', 'there', 'was', 'just', 'like', 'one', 'little', 'area', 'where', 'I', '-', 'that', 'I', 'think', 'we', 'need', '-', 'we', 'would', 'need', 'to', 'work', 'on', ';', 'I', '-', 'I', 'would', 'think', 'it', 'was', 'we', ""'re"", 'just', 'not', 'crazy', 'enough', '!']]"	Mad	s04e20c08u013
s04	e20	c08	u014	['Joshua Burgin']	I-I gotta say, I-I-I-I'm not too sure I agree with that.	"[['I', '-', 'I', 'got', 'ta', 'say', ',', 'I-I-I-I', ""'m"", 'not', 'too', 'sure', 'I', 'agree', 'with', 'that', '.']]"	Scared	s04e20c08u014
s04	e20	c08	u015	['Rachel Green']	Well, yeah, right, y'know what? Yeah, you're right, I mean, we no, we have our fun. Yeah! But if ......I mean, I mean like craaaazy! Y'know? Okay, all right. This is gonna, this is gonna sound y'know, a little umm, hasty, but uh, just go with it. Umm. Ugh. What if we got married?	"[['Well', ',', 'yeah', ',', 'right', ',', ""y'know"", 'what', '?'], ['Yeah', ',', 'you', ""'re"", 'right', ',', 'I', 'mean', ',', 'we', 'no', ',', 'we', 'have', 'our', 'fun', '.'], ['Yeah', '!'], ['But', 'if', '......'], ['I', 'mean', ',', 'I', 'mean', 'like', 'craaaazy', '!'], [""Y'know"", '?'], ['Okay', ',', 'all', 'right', '.'], ['This', 'is', 'gon', 'na', ',', 'this', 'is', 'gon', 'na', 'sound', ""y'know"", ',', 'a', 'little', 'umm', ',', 'hasty', ',', 'but', 'uh', ',', 'just', 'go', 'with', 'it', '.'], ['Umm', '.'], ['Ugh', '.'], ['What', 'if', 'we', 'got', 'married', '?']]"	Joyful	s04e20c08u015
s04	e20	c08	u016	['Joshua Burgin']	What?!	[['What', '?!']]	Powerful	s04e20c08u016
s04	e20	c08	u017	['Rachel Green']	"Oh, I know, I know, it's-it's so, it's so totally like, ""Whoa! Can we do this?"" Y'know, I mean, but I mean it just feels right! Don't you think? It does! I mean, it just feels right, don't you think?"	"[['Oh', ',', 'I', 'know', ',', 'I', 'know', ',', 'it', ""'s"", '-', 'it', ""'s"", 'so', ',', 'it', ""'s"", 'so', 'totally', 'like', ',', '""', 'Whoa', '!'], ['Can', 'we', 'do', 'this', '?', '""'], [""Y'know"", ',', 'I', 'mean', ',', 'but', 'I', 'mean', 'it', 'just', 'feels', 'right', '!'], ['Do', ""n't"", 'you', 'think', '?'], ['It', 'does', '!'], ['I', 'mean', ',', 'it', 'just', 'feels', 'right', ',', 'do', ""n't"", 'you', 'think', '?']]"	Joyful	s04e20c08u017
s04	e20	c08	u018	['Joshua Burgin']	"Wow! Uhh, Rachel uhh, you're a real special lady, but my divorce isn't final yet and, and, and we've been on four days, so I'm thinking ""No, but thanks."""	"[['Wow', '!'], ['Uhh', ',', 'Rachel', 'uhh', ',', 'you', ""'re"", 'a', 'real', 'special', 'lady', ',', 'but', 'my', 'divorce', 'is', ""n't"", 'final', 'yet', 'and', ',', 'and', ',', 'and', 'we', ""'ve"", 'been', 'on', 'four', 'days', ',', 'so', 'I', ""'m"", 'thinking', '""', 'No', ',', 'but', 'thanks', '.', '""']]"	Powerful	s04e20c08u018
s04	e20	c08	u019	['Gunther']	YOU IDIOT!!!!!	[['YOU', 'IDIOT', '!!!!!']]	Mad	s04e20c08u019
s04	e20	c09	u002	['Sleep Clinic Worker']	Your name, please?	[['Your', 'name', ',', 'please', '?']]	Peaceful	s04e20c09u002
s04	e20	c09	u003	['Joey Tribbiani']	Joey Tribbiani.	[['Joey', 'Tribbiani', '.']]	Joyful	s04e20c09u003
s04	e20	c09	u004	['Sleep Clinic Worker']	Um-hmm, and did you stay up all night in preparation for your sleep study. Uh, sir?	[['Um', '-', 'hmm', ',', 'and', 'did', 'you', 'stay', 'up', 'all', 'night', 'in', 'preparation', 'for', 'your', 'sleep', 'study', '.'], ['Uh', ',', 'sir', '?']]	Powerful	s04e20c09u004
s04	e20	c09	u005	['Chandler Bing']	Yes he did.	[['Yes', 'he', 'did', '.']]	Neutral	s04e20c09u005
s04	e20	c09	u006	['Sleep Clinic Worker']	Alll right, we'll call you in a few minutes.	"[['Alll', 'right', ',', 'we', ""'ll"", 'call', 'you', 'in', 'a', 'few', 'minutes', '.']]"	Powerful	s04e20c09u006
s04	e20	c09	u008	['Chandler Bing']	Hey, check out that girl! She is really hot!	[['Hey', ',', 'check', 'out', 'that', 'girl', '!'], ['She', 'is', 'really', 'hot', '!']]	Powerful	s04e20c09u008
s04	e20	c09	u009	['Joey Tribbiani']	Yeah, she is. Wow! How you doin'?	"[['Yeah', ',', 'she', 'is', '.'], ['Wow', '!'], ['How', 'you', 'doin', ""'"", '?']]"	Peaceful	s04e20c09u009
s04	e20	c09	u011	['Joey Tribbiani']	What?!	[['What', '?!']]	Neutral	s04e20c09u011
s04	e20	c09	u012	['Chandler Bing']	You're coming on to the entire room! I'm Chandler.	"[['You', ""'re"", 'coming', 'on', 'to', 'the', 'entire', 'room', '!'], ['I', ""'m"", 'Chandler', '.']]"	Peaceful	s04e20c09u012
s04	e20	c09	u013	['Woman']	I'm Marjorie.	"[['I', ""'m"", 'Marjorie', '.']]"	Peaceful	s04e20c09u013
s04	e20	c09	u014	['Chandler Bing']	Hi.	[['Hi', '.']]	Peaceful	s04e20c09u014
s04	e20	c09	u015	['Marjorie']	Hi.	[['Hi', '.']]	Peaceful	s04e20c09u015
s04	e20	c09	u016	['Chandler Bing']	You mind if I...	[['You', 'mind', 'if', 'I', '...']]	Peaceful	s04e20c09u016
s04	e20	c09	u017	['Marjorie']	No, please.	[['No', ',', 'please', '.']]	Peaceful	s04e20c09u017
s04	e20	c09	u019	['Chandler Bing']	So uh, what are you in for?	[['So', 'uh', ',', 'what', 'are', 'you', 'in', 'for', '?']]	Peaceful	s04e20c09u019
s04	e20	c09	u020	['Marjorie']	I talk in my sleep.	[['I', 'talk', 'in', 'my', 'sleep', '.']]	Joyful	s04e20c09u020
s04	e20	c09	u021	['Chandler Bing']	What a coincidence, I listen in my sleep.	[['What', 'a', 'coincidence', ',', 'I', 'listen', 'in', 'my', 'sleep', '.']]	Peaceful	s04e20c09u021
s04	e20	c09	u022	['Joey Tribbiani']	So why don't you give me your number?	"[['So', 'why', 'do', ""n't"", 'you', 'give', 'me', 'your', 'number', '?']]"	Sad	s04e20c09u022
s04	e20	c10	u002	['Monica Geller']	Okay, ready?	[['Okay', ',', 'ready', '?']]	Neutral	s04e20c10u002
s04	e20	c10	u003	['Phoebe Buffay']	Yeah.	[['Yeah', '.']]	Neutral	s04e20c10u003
s04	e20	c10	u004	['Monica Geller']	Okay.	[['Okay', '.']]	Neutral	s04e20c10u004
s04	e20	c10	u006	['Phoebe Buffay']	I got it! Mine!	[['I', 'got', 'it', '!'], ['Mine', '!']]	Joyful	s04e20c10u006
s04	e20	c10	u007	['Monica Geller']	Congratulations!	[['Congratulations', '!']]	Joyful	s04e20c10u007
s04	e20	c10	u008	['Phoebe Buffay']	Thank you!	[['Thank', 'you', '!']]	Joyful	s04e20c10u008
s04	e20	c10	u009	['Monica Geller']	Okay! My turn! My turn!	[['Okay', '!'], ['My', 'turn', '!'], ['My', 'turn', '!']]	Neutral	s04e20c10u009
s04	e20	c10	u010	['Phoebe Buffay']	Okay! Okay, ready?	[['Okay', '!'], ['Okay', ',', 'ready', '?']]	Neutral	s04e20c10u010
s04	e20	c10	u011	['Monica Geller']	Yeah.	[['Yeah', '.']]	Neutral	s04e20c10u011
s04	e20	c10	u012	['Phoebe Buffay']	Okay.	[['Okay', '.']]	Neutral	s04e20c10u012
s04	e20	c10	u013	['Monica Geller']	That was a terrible throw!!	[['That', 'was', 'a', 'terrible', 'throw', '!!']]	Sad	s04e20c10u013
s04	e20	c10	u014	['Phoebe Buffay']	I'm not gonna right to you! That's not real!	"[['I', ""'m"", 'not', 'gon', 'na', 'right', 'to', 'you', '!'], ['That', ""'s"", 'not', 'real', '!']]"	Neutral	s04e20c10u014
s04	e20	c10	u015	['Monica Geller']	Look at me! My big concern is what's real?! Oh my God. We're really sad, aren't we?	"[['Look', 'at', 'me', '!'], ['My', 'big', 'concern', 'is', 'what', ""'s"", 'real', '?!'], ['Oh', 'my', 'God', '.'], ['We', ""'re"", 'really', 'sad', ',', 'are', ""n't"", 'we', '?']]"	Sad	s04e20c10u015
s04	e20	c10	u016	['Phoebe Buffay']	Yeah, I think we are.	[['Yeah', ',', 'I', 'think', 'we', 'are', '.']]	Sad	s04e20c10u016
s04	e20	c10	u017	['Monica Geller']	This isn't even my dress.	"[['This', 'is', ""n't"", 'even', 'my', 'dress', '.']]"	Neutral	s04e20c10u017
s04	e20	c10	u018	['Phoebe Buffay']	"Well, at least you didn't rent yours from a store called, ""It's Not Too Late."""	"[['Well', ',', 'at', 'least', 'you', 'did', ""n't"", 'rent', 'yours', 'from', 'a', 'store', 'called', ',', '""', 'It', ""'s"", 'Not', 'Too', 'Late', '.', '""']]"	Peaceful	s04e20c10u018
s04	e20	c10	u019	['Monica Geller']	I'm changing out of this.	"[['I', ""'m"", 'changing', 'out', 'of', 'this', '.']]"	Neutral	s04e20c10u019
s04	e20	c10	u020	['Phoebe Buffay']	Me too.	[['Me', 'too', '.']]	Neutral	s04e20c10u020
s04	e20	c10	u021	['Monica Geller']	In like a half-hour?	[['In', 'like', 'a', 'half', '-', 'hour', '?']]	Neutral	s04e20c10u021
s04	e20	c10	u022	['Phoebe Buffay']	Me too.	[['Me', 'too', '.']]	Neutral	s04e20c10u022
s04	e20	c10	u023	['Monica Geller']	Okay, throw it straight this time.	[['Okay', ',', 'throw', 'it', 'straight', 'this', 'time', '.']]	Neutral	s04e20c10u023
s04	e20	c10	u024	['Phoebe Buffay']	Okay.	[['Okay', '.']]	Neutral	s04e20c10u024
s04	e20	c10	u026	['Monica Geller']	I'm getting married next!!	"[['I', ""'m"", 'getting', 'married', 'next', '!!']]"	Joyful	s04e20c10u026
s04	e20	c10	u027	['Phoebe Buffay']	Yay!	[['Yay', '!']]	Joyful	s04e20c10u027
